state,submission_date,submission_date,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death
IA,3,2021,10654925,0.0,0.0,14670,4048.0,174698,0.0,0.0,272,272.0
IA,4,2020,83618,0.0,0.0,6648,0.0,1956,0.0,0.0,155,0.0
IA,4,2021,10761274,0.0,0.0,13843,3330.0,176141,0.0,0.0,207,207.0
IA,5,2020,440157,0.0,0.0,12407,0.0,10723,0.0,0.0,372,0.0
IA,5,2021,11439719,0.0,0.0,6582,1528.0,186243,0.0,0.0,105,105.0
IA,6,2020,728228,0.0,0.0,9395,0.0,19533,0.0,0.0,180,0.0
IA,6,2021,11182355,0.0,0.0,2437,352.0,183045,0.0,0.0,83,83.0
IA,7,2020,1146664,0.0,0.0,15635,0.0,24125,0.0,0.0,153,0.0
IA,7,2021,9385027,0.0,0.0,3439,779.0,153867,0.0,0.0,32,32.0
IA,8,2020,1644339,0.0,0.0,20241,1500.0,30558,0.0,0.0,249,0.0
IA,9,2020,2302835,0.0,0.0,24007,1733.0,37073,0.0,0.0,230,0.0
IA,10,2020,3275421,0.0,0.0,39136,4978.0,47285,0.0,0.0,370,0.0
IA,11,2020,5498763,0.0,0.0,101482,18827.0,60947,0.0,0.0,687,0.0
IA,12,2020,8045903,0.0,0.0,51221,14456.0,101981,0.0,0.0,1488,3891.0
ID,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
ID,1,2021,4762819,3901874.0,860945.0,21606,5845.0,49426,43499.0,5927.0,289,45.0
ID,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
ID,2,2021,4691503,3813566.0,877937.0,8457,2112.0,50469,44386.0,6083.0,135,14.0
ID,3,2020,2344,0.0,0.0,525,0.0,34,0.0,0.0,9,0.0
ID,3,2021,5456939,4400866.0,1056073.0,9396,3147.0,59524,52105.0,7419.0,102,26.0
ID,4,2020,45802,27029.0,1824.0,1490,155.0,1097,647.0,181.0,54,17.0
ID,4,2021,5532362,4439784.0,1092578.0,7120,1843.0,60227,52481.0,7746.0,84,10.0
ID,5,2020,75028,68567.0,6461.0,824,106.0,2265,1823.0,442.0,19,3.0
ID,5,2021,5894121,4719139.0,1174982.0,4422,1077.0,64187,55975.0,8212.0,44,6.0
ID,6,2020,116475,104989.0,11486.0,3278,303.0,2614,2014.0,600.0,10,0.0
ID,6,2021,5814200,4653689.0,1160511.0,2920,526.0,63672,55508.0,8164.0,62,9.0
ID,7,2020,408984,382330.0,26654.0,14604,694.0,3767,3120.0,647.0,97,3.0
ID,7,2021,4912522,3931072.0,981450.0,3298,786.0,54209,47191.0,7018.0,31,6.0
ID,8,2020,843751,787197.0,56554.0,11367,1083.0,8542,7683.0,859.0,172,11.0
ID,9,2020,1095149,1005783.0,89366.0,9960,1521.0,12711,11599.0,1112.0,108,4.0
ID,10,2020,1624120,1444748.0,179372.0,22560,4347.0,16551,15247.0,1304.0,160,6.0
ID,11,2020,2497299,2138333.0,358966.0,37090,7218.0,23409,21626.0,1783.0,300,31.0
ID,12,2020,3846737,3213320.0,633417.0,39379,8933.0,37608,33664.0,3944.0,507,92.0
IL,1,2020,9,0.0,0.0,2,0.0,0,0.0,0.0,0,0.0
IL,1,2021,32760433,32760433.0,0.0,162912,0.0,615187,559113.0,56074.0,3275,522.0
IL,2,2020,58,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
IL,2,2021,32502739,32502739.0,0.0,60395,0.0,618695,558622.0,60073.0,1482,209.0
IL,3,2020,33034,0.0,0.0,5992,0.0,417,0.0,0.0,99,0.0
IL,3,2021,37634271,37634271.0,0.0,57889,0.0,719826,649765.0,70061.0,844,59.0
IL,4,2020,802317,489562.0,0.0,46924,0.0,32410,21640.0,0.0,2256,0.0
IL,4,2021,38776019,38776019.0,0.0,90470,0.0,717297,648459.0,68838.0,712,53.0
IL,5,2020,2817328,2817328.0,0.0,67342,0.0,124231,124231.0,0.0,3035,0.0
IL,5,2021,42286389,42286389.0,0.0,47131,0.0,768087,694799.0,73288.0,932,65.0
IL,6,2020,4013814,3992626.0,21188.0,23978,1053.0,194337,189925.0,4412.0,1734,201.0
IL,6,2021,41635095,41635095.0,0.0,9553,0.0,764837,692125.0,72712.0,451,51.0
IL,7,2020,4970718,4934634.0,36084.0,35880,228.0,230479,224308.0,6171.0,568,-4.0
IL,7,2021,34971248,34971248.0,0.0,16190,0.0,644677,583205.0,61472.0,193,19.0
IL,8,2020,6454943,6412106.0,42837.0,56607,421.0,246986,240565.0,6421.0,543,12.0
IL,9,2020,8037885,7974298.0,63587.0,59038,787.0,257714,250814.0,6900.0,681,35.0
IL,10,2020,10691102,10577556.0,113546.0,120796,3770.0,292618,284633.0,7985.0,1124,39.0
IL,11,2020,17311642,17280347.0,31295.0,309745,-6259.0,340510,326945.0,13565.0,2945,424.0
IL,12,2020,26767345,26767345.0,0.0,237085,0.0,487076,452523.0,34553.0,4993,781.0
IN,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
IN,1,2021,18006633,0.0,0.0,115569,0.0,341602,330442.0,11160.0,2228,42.0
IN,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
IN,2,2021,18151874,0.0,0.0,35331,0.0,349766,338837.0,10929.0,802,21.0
IN,3,2020,10049,0.0,0.0,2159,0.0,504,449.0,55.0,99,9.0
IN,3,2021,20930650,0.0,0.0,25339,0.0,403036,390556.0,12480.0,339,4.0
IN,4,2020,289618,0.0,0.0,15676,0.0,19273,17115.0,2158.0,1143,118.0
IN,4,2021,21141677,0.0,0.0,32488,0.0,397849,385572.0,12277.0,245,9.0
IN,5,2020,838265,0.0,0.0,16739,0.0,57100,52227.0,4873.0,1039,54.0
IN,5,2021,22766159,0.0,0.0,23723,0.0,419621,406659.0,12962.0,301,6.0
IN,6,2020,1210849,0.0,0.0,11020,0.0,76813,71160.0,5653.0,481,13.0
IN,6,2021,22492629,0.0,0.0,9779,0.0,414157,401479.0,12678.0,202,5.0
IN,7,2020,1702668,0.0,0.0,20560,0.0,90808,84657.0,6151.0,330,13.0
IN,7,2021,18975426,0.0,0.0,10521,0.0,348563,337877.0,10686.0,79,3.0
IN,8,2020,2488354,0.0,0.0,28042,0.0,102073,95413.0,6660.0,389,14.0
IN,9,2020,3224126,0.0,0.0,25823,0.0,109965,103251.0,6714.0,388,5.0
IN,10,2020,4512410,0.0,0.0,59339,0.0,131490,124269.0,7221.0,856,15.0
IN,11,2020,7676752,0.0,0.0,159628,0.0,167826,160018.0,7808.0,1942,42.0
IN,12,2020,13536197,0.0,0.0,172712,0.0,255744,246192.0,9552.0,3102,55.0
KS,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
KS,1,2021,7867985,6522239.0,1345746.0,52252,12931.0,104666,0.0,0.0,1038,225.0
KS,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
KS,2,2021,8024789,6547798.0,1476991.0,18978,6162.0,122438,0.0,0.0,956,247.0
KS,3,2020,2299,0.0,0.0,428,0.0,54,0.0,0.0,9,0.0
KS,3,2021,9252282,7498150.0,1754132.0,8709,2329.0,150084,0.0,0.0,178,35.0
KS,4,2020,54850,32369.0,0.0,3810,0.0,2214,0.0,0.0,120,0.0
KS,4,2021,9167355,7411259.0,1756181.0,6758,1751.0,148462,0.0,0.0,69,-12.0
KS,5,2020,236767,236635.0,132.0,5481,0.0,5252,0.0,0.0,79,0.0
KS,5,2021,9671132,7809813.0,1861319.0,5182,1105.0,156095,0.0,0.0,94,0.0
KS,6,2020,350353,348132.0,2221.0,4724,377.0,7373,0.0,0.0,62,0.0
KS,6,2021,9485755,7652119.0,1833636.0,3794,1220.0,153538,0.0,0.0,80,8.0
KS,7,2020,654584,641131.0,13453.0,13369,264.0,9356,0.0,0.0,88,0.0
KS,7,2021,8056601,6487752.0,1568849.0,9161,2155.0,129743,0.0,0.0,83,21.0
KS,8,2020,1070047,1043539.0,26508.0,14800,546.0,12471,0.0,0.0,88,0.0
KS,9,2020,1523504,1462634.0,60870.0,17137,1941.0,16616,0.0,0.0,232,0.0
KS,10,2020,2195764,2046190.0,149574.0,25432,4711.0,26311,0.0,0.0,351,59.0
KS,11,2020,3615631,3189657.0,425974.0,72265,12397.0,38841,0.0,0.0,531,61.0
KS,12,2020,5955169,5070514.0,884655.0,64987,15998.0,67842,0.0,0.0,1181,256.0
KY,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
KY,1,2021,10267395,8108301.0,2159094.0,93683,26815.0,171265,154074.0,17191.0,1279,171.0
KY,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
KY,2,2021,11118291,8575506.0,2542785.0,38961,13819.0,180691,161941.0,18750.0,581,59.0
KY,3,2020,5403,5183.0,220.0,843,21.0,137,124.0,13.0,29,2.0
KY,3,2021,13114058,10014571.0,3099487.0,19571,7107.0,210674,188833.0,21841.0,219,20.0
KY,4,2020,81032,79890.0,1142.0,4206,40.0,4490,4335.0,155.0,242,7.0
KY,4,2021,13197919,10010949.0,3186970.0,16239,5988.0,209425,187787.0,21638.0,151,14.0
KY,5,2020,247409,243165.0,4244.0,5427,188.0,12497,12036.0,461.0,239,10.0
KY,5,2021,14096813,10637411.0,3459402.0,11460,4016.0,220871,197996.0,22875.0,143,19.0
KY,6,2020,412207,396439.0,15768.0,6619,530.0,18053,17382.0,671.0,174,6.0
KY,6,2021,13874395,10443781.0,3430614.0,5530,2030.0,217306,194775.0,22531.0,78,8.0
KY,7,2020,779496,727935.0,51561.0,17392,1951.0,24503,23649.0,854.0,212,5.0
KY,7,2021,11726885,8806962.0,2919923.0,9485,3574.0,182410,163512.0,18898.0,38,2.0
KY,8,2020,1387713,1257240.0,130473.0,20435,3148.0,32215,31138.0,1077.0,308,15.0
KY,9,2020,1964551,1720005.0,244546.0,20612,4682.0,41035,39557.0,1478.0,307,13.0
KY,10,2020,2846116,2410083.0,436033.0,36953,7755.0,54756,52379.0,2377.0,541,38.0
KY,11,2020,4484932,3704797.0,780135.0,77995,15582.0,76119,71017.0,5102.0,1079,156.0
KY,12,2020,7400835,6004578.0,1396257.0,89033,21569.0,124031,112885.0,11146.0,1692,212.0
LA,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
LA,1,2021,11214867,0.0,0.0,85351,21131.0,253071,238607.0,14464.0,1371,195.0
LA,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
LA,2,2021,11714047,0.0,0.0,29474,9223.0,260429,242692.0,17737.0,749,117.0
LA,3,2020,29180,0.0,0.0,5237,0.0,1156,0.0,0.0,239,0.0
LA,3,2021,13580984,0.0,0.0,14833,4729.0,307155,283414.0,23741.0,533,163.0
LA,4,2020,625509,0.0,0.0,22807,43.0,32749,18958.0,467.0,1666,43.0
LA,4,2021,13548428,0.0,0.0,13648,4213.0,307971,281512.0,26459.0,241,70.0
LA,5,2020,1060777,0.0,0.0,11872,-43.0,75681,72983.0,2698.0,886,62.0
LA,5,2021,14429617,0.0,0.0,12836,3571.0,325059,295427.0,29632.0,194,62.0
LA,6,2020,1432856,0.0,0.0,18179,0.0,91075,87716.0,3359.0,430,3.0
LA,6,2021,14296873,0.0,0.0,9586,2785.0,320005,289920.0,30085.0,162,41.0
LA,7,2020,2693146,0.0,0.0,58185,0.0,109304,105896.0,3408.0,728,6.0
LA,7,2021,12353734,0.0,0.0,31376,8539.0,270307,244330.0,25977.0,162,37.0
LA,8,2020,4225383,0.0,0.0,32614,701.0,139101,134993.0,4108.0,1001,49.0
LA,9,2020,4777934,0.0,0.0,18564,724.0,157961,152807.0,5154.0,561,27.0
LA,10,2020,5504935,0.0,0.0,19191,2954.0,177422,171233.0,6189.0,408,24.0
LA,11,2020,6223001,0.0,0.0,45765,7614.0,184804,177652.0,7152.0,501,43.0
LA,12,2020,8533266,0.0,0.0,82861,17805.0,215113,205245.0,9868.0,1068,116.0
MA,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MA,1,2021,14211219,13549229.0,661990.0,148847,10147.0,426490,417739.0,8751.0,2219,30.0
MA,2,2020,29,0.0,0.0,1,0.0,0,0.0,0.0,0,0.0
MA,2,2021,15581812,14781459.0,800353.0,57123,4966.0,436784,427992.0,8792.0,1387,28.0
MA,3,2020,34354,0.0,0.0,6619,0.0,659,650.0,9.0,155,2.0
MA,3,2021,18804214,17746897.0,1057317.0,54432,6557.0,519948,509514.0,10434.0,1024,18.0
MA,4,2020,978405,604375.0,0.0,55585,0.0,55607,54110.0,1497.0,3970,112.0
MA,4,2021,19984577,18768610.0,1215967.0,53393,5703.0,523560,513069.0,10491.0,367,8.0
MA,5,2020,2582595,2582595.0,0.0,34760,0.0,186646,181457.0,5189.0,3114,82.0
MA,5,2021,21720272,20329905.0,1390367.0,18064,2727.0,550315,539238.0,11077.0,262,13.0
MA,6,2020,3033358,722999.0,0.0,6736,0.0,232902,226935.0,5967.0,887,4.0
MA,6,2021,21266743,19884970.0,1381773.0,2929,311.0,538450,527546.0,10904.0,122,0.0
MA,7,2020,3300471,3300471.0,0.0,6086,0.0,260498,254201.0,6297.0,500,5.0
MA,7,2021,17799873,16639919.0,1159954.0,5214,632.0,450440,441302.0,9138.0,52,4.0
MA,8,2020,3544489,3544489.0,0.0,8997,0.0,274305,267942.0,6363.0,442,1.0
MA,9,2020,3775943,3718692.0,57251.0,11627,658.0,278215,271917.0,6298.0,418,8.0
MA,10,2020,4449113,4354611.0,94502.0,26460,1692.0,302128,295335.0,6793.0,542,11.0
MA,11,2020,5713002,5536308.0,176694.0,67556,3748.0,312366,305492.0,6874.0,820,10.0
MA,12,2020,9388617,9027365.0,361252.0,149046,7930.0,362108,354281.0,7827.0,1765,32.0
MD,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MD,1,2021,10009882,0.0,0.0,75417,0.0,216146,210185.0,5961.0,1315,9.0
MD,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MD,2,2021,10391085,0.0,0.0,27066,0.0,225167,219552.0,5615.0,770,5.0
MD,3,2020,9456,0.0,0.0,1660,0.0,176,173.0,3.0,44,1.0
MD,3,2021,12292139,0.0,0.0,30226,0.0,266719,260402.0,6317.0,457,4.0
MD,4,2020,341685,0.0,0.0,21812,0.0,16142,15321.0,821.0,1204,60.0
MD,4,2021,12977112,0.0,0.0,35412,0.0,272366,266101.0,6265.0,487,6.0
MD,5,2020,1208824,0.0,0.0,29855,0.0,63327,60292.0,3035.0,1436,58.0
MD,5,2021,14124639,0.0,0.0,11604,0.0,294159,287586.0,6573.0,300,0.0
MD,6,2020,1863075,0.0,0.0,14591,0.0,91971,88133.0,3838.0,632,15.0
MD,6,2021,13841772,0.0,0.0,2410,0.0,290753,284262.0,6491.0,130,5.0
MD,7,2020,2396005,0.0,0.0,21447,0.0,107687,103418.0,4269.0,298,7.0
MD,7,2021,11594500,0.0,0.0,3595,0.0,244330,238891.0,5439.0,63,2.0
MD,8,2020,3106495,0.0,0.0,19498,0.0,116536,111965.0,4571.0,266,11.0
MD,9,2020,3535027,0.0,0.0,16647,0.0,119395,114760.0,4635.0,184,4.0
MD,10,2020,4193196,0.0,0.0,20635,0.0,129374,124502.0,4872.0,226,3.0
MD,11,2020,5128472,0.0,0.0,54990,0.0,135784,130839.0,4945.0,591,12.0
MD,12,2020,7528142,0.0,0.0,79084,0.0,173236,167603.0,5633.0,1404,17.0
ME,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
ME,1,2021,1023687,840588.0,183099.0,15341,4125.0,15099,14861.0,238.0,248,4.0
ME,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
ME,2,2021,1193022,949415.0,243607.0,5221,1844.0,18359,17932.0,427.0,108,13.0
ME,3,2020,2154,0.0,0.0,303,0.0,15,0.0,0.0,5,0.0
ME,3,2021,1477896,1146276.0,331620.0,6025,2359.0,22445,21731.0,714.0,40,0.0
ME,4,2020,22463,11630.0,136.0,820,35.0,846,545.0,0.0,50,0.0
ME,4,2021,1692967,1275211.0,417756.0,10742,3711.0,22845,22127.0,718.0,41,2.0
ME,5,2020,53005,48027.0,4978.0,1226,221.0,2201,2186.0,15.0,34,1.0
ME,5,2021,2031588,1495982.0,535606.0,6289,2545.0,25038,24199.0,839.0,41,3.0
ME,6,2020,84448,75096.0,9352.0,945,116.0,3019,3007.0,12.0,16,0.0
ME,6,2021,2058683,1505859.0,552824.0,1235,400.0,25467,24586.0,881.0,34,3.0
ME,7,2020,112503,100144.0,12359.0,643,49.0,3559,3533.0,26.0,18,0.0
ME,7,2021,1735295,1268777.0,466518.0,850,301.0,21837,20871.0,966.0,38,18.0
ME,8,2020,130462,117041.0,13421.0,611,46.0,3959,3928.0,31.0,9,0.0
ME,9,2020,149203,133985.0,15218.0,883,99.0,4117,4087.0,30.0,10,0.0
ME,10,2020,184423,164566.0,19857.0,1237,195.0,4478,4447.0,31.0,5,0.0
ME,11,2020,278652,249095.0,29557.0,5308,540.0,5082,5052.0,30.0,67,0.0
ME,12,2020,554326,481301.0,73025.0,12225,2263.0,8633,8512.0,121.0,133,5.0
MI,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MI,1,2021,19412815,17779864.0,1632951.0,63724,8856.0,464456,437426.0,27030.0,2011,168.0
MI,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MI,2,2021,18795718,17113926.0,1681792.0,34794,6254.0,457038,429736.0,27302.0,820,43.0
MI,3,2020,181004,177269.0,3735.0,19892,479.0,2420,2177.0,243.0,558,44.0
MI,3,2021,22609572,20444341.0,2165231.0,110261,16466.0,525143,493840.0,31303.0,662,52.0
MI,4,2020,1134723,1089464.0,45259.0,34507,2314.0,80857,76051.0,4806.0,3946,208.0
MI,4,2021,26684446,23967798.0,2716648.0,157214,18947.0,545487,512391.0,33096.0,1863,119.0
MI,5,2020,2441203,2270936.0,170267.0,43607,5146.0,166965,158054.0,8911.0,1432,49.0
MI,5,2021,30427433,27254751.0,3172682.0,39736,5975.0,621156,583968.0,37188.0,1443,63.0
MI,6,2020,3309327,3016907.0,292420.0,26920,3473.0,184959,175834.0,9125.0,377,6.0
MI,6,2021,29950478,26798570.0,3151908.0,6089,1087.0,626953,589495.0,37458.0,428,34.0
MI,7,2020,4521201,4105081.0,416120.0,41146,3845.0,199417,189771.0,9646.0,236,9.0
MI,7,2021,25078979,22432598.0,2646381.0,5628,946.0,527451,495943.0,31508.0,82,5.0
MI,8,2020,5785192,5253939.0,531253.0,39022,3619.0,207595,197747.0,9848.0,290,3.0
MI,9,2020,6721864,6098896.0,622968.0,36682,3745.0,209376,199611.0,9765.0,290,11.0
MI,10,2020,8336184,7556566.0,779618.0,66499,5609.0,230280,219691.0,10589.0,673,37.0
MI,11,2020,11976918,10974253.0,1002665.0,173144,10075.0,264504,252352.0,12152.0,2380,103.0
MI,12,2020,16890087,15536202.0,1353885.0,107495,9603.0,377808,358067.0,19741.0,3640,309.0
MN,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MN,1,2021,13723942,0.0,0.0,46505,5685.0,182964,174271.0,8693.0,886,85.0
MN,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MN,2,2021,13261675,0.0,0.0,22787,3562.0,180040,170739.0,9301.0,283,23.0
MN,3,2020,4911,0.0,0.0,689,0.0,56,0.0,0.0,17,0.0
MN,3,2021,15509201,0.0,0.0,34044,6112.0,210239,197352.0,12887.0,237,114.0
MN,4,2020,68204,0.0,0.0,4447,0.0,4007,2925.0,0.0,326,0.0
MN,4,2021,16494761,0.0,0.0,56283,9073.0,212114,198203.0,13911.0,311,33.0
MN,5,2020,479376,0.0,0.0,20072,0.0,22173,22001.0,172.0,717,10.0
MN,5,2021,18369138,0.0,0.0,25638,4603.0,229041,213677.0,15364.0,282,17.0
MN,6,2020,930816,0.0,0.0,11508,0.0,39691,38882.0,809.0,422,27.0
MN,6,2021,18114704,0.0,0.0,3915,652.0,228274,212999.0,15275.0,168,10.0
MN,7,2020,1402410,0.0,0.0,18472,0.0,48592,47389.0,1203.0,164,3.0
MN,7,2021,15177765,0.0,0.0,4022,767.0,193015,180137.0,12878.0,56,3.0
MN,8,2020,2035151,0.0,0.0,20676,0.0,54605,53215.0,1390.0,220,9.0
MN,9,2020,2618557,0.0,0.0,23270,0.0,59517,57956.0,1561.0,223,4.0
MN,10,2020,3748383,0.0,0.0,49338,641.0,70370,68673.0,1697.0,422,20.0
MN,11,2020,6849584,0.0,0.0,170291,6029.0,90686,87671.0,3015.0,1141,58.0
MN,12,2020,11792353,0.0,0.0,96539,7674.0,142668,137117.0,5551.0,1730,100.0
MO,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MO,1,2021,15370762,0.0,0.0,76800,20302.0,234073,0.0,0.0,1249,0.0
MO,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MO,2,2021,15172088,0.0,0.0,24690,8034.0,234527,0.0,0.0,463,0.0
MO,3,2020,16019,0.0,0.0,2558,0.0,173,0.0,0.0,32,0.0
MO,3,2021,17364963,0.0,0.0,17032,6414.0,269426,0.0,0.0,236,0.0
MO,4,2020,169343,0.0,0.0,6142,3.0,7233,0.0,0.0,446,0.0
MO,4,2021,17322524,0.0,0.0,17582,6237.0,266576,0.0,0.0,155,0.0
MO,5,2020,352189,0.0,0.0,5393,2.0,22416,0.0,0.0,418,0.0
MO,5,2021,18400507,0.0,0.0,14044,4645.0,279331,0.0,0.0,121,0.0
MO,6,2020,560660,0.0,0.0,11267,108.0,30205,0.0,0.0,213,0.0
MO,6,2021,18263392,0.0,0.0,20308,6350.0,276457,0.0,0.0,235,0.0
MO,7,2020,1253208,0.0,0.0,30375,408.0,38166,0.0,0.0,286,0.0
MO,7,2021,15993690,0.0,0.0,44217,11840.0,236036,0.0,0.0,243,0.0
MO,8,2020,2263233,0.0,0.0,35304,946.0,50631,0.0,0.0,486,0.0
MO,9,2020,3423903,0.0,0.0,46213,1810.0,65578,0.0,0.0,644,0.0
MO,10,2020,5192321,0.0,0.0,65625,4216.0,93142,0.0,0.0,980,0.0
MO,11,2020,8278043,0.0,0.0,135242,13831.0,127811,0.0,0.0,1599,0.0
MO,12,2020,12321644,0.0,0.0,111450,21095.0,187921,0.0,0.0,1752,0.0
MP,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MP,1,2021,3958,3958.0,0.0,10,0.0,62,62.0,0.0,0,0.0
MP,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MP,2,2021,3827,3827.0,0.0,11,0.0,56,56.0,0.0,0,0.0
MP,3,2020,8,0.0,0.0,2,0.0,0,0.0,0.0,0,0.0
MP,3,2021,4731,4731.0,0.0,16,0.0,62,62.0,0.0,0,0.0
MP,4,2020,357,154.0,0.0,12,0.0,46,22.0,0.0,2,0.0
MP,4,2021,4846,4846.0,0.0,9,0.0,60,60.0,0.0,0,0.0
MP,5,2020,594,594.0,0.0,8,0.0,62,62.0,0.0,0,0.0
MP,5,2021,5414,5414.0,0.0,15,0.0,62,62.0,0.0,0,0.0
MP,6,2020,866,866.0,0.0,8,0.0,60,60.0,0.0,0,0.0
MP,6,2021,5490,5490.0,0.0,0,0.0,60,60.0,0.0,0,0.0
MP,7,2020,1104,1104.0,0.0,12,0.0,62,62.0,0.0,0,0.0
MP,7,2021,4575,4575.0,0.0,0,0.0,50,50.0,0.0,0,0.0
MP,8,2020,1589,1589.0,0.0,14,0.0,62,62.0,0.0,0,0.0
MP,9,2020,1902,1902.0,0.0,14,0.0,60,60.0,0.0,0,0.0
MP,10,2020,2570,2570.0,0.0,26,0.0,62,62.0,0.0,0,0.0
MP,11,2020,3038,3038.0,0.0,10,0.0,60,60.0,0.0,0,0.0
MP,12,2020,3550,3550.0,0.0,16,0.0,62,62.0,0.0,0,0.0
MS,1,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MS,1,2021,7853823,5097214.0,2756609.0,55973,31888.0,193354,139733.0,53621.0,1045,550.0
MS,2,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0
MS,2,2021,8096668,5054794.0,3041874.0,18619,9728.0,192556,134745.0,57811.0,329,159.0
MS,3,2020,21470,21121.0,349.0,2242,21.0,1581,1554.0,27.0,153,1.0
MS,3,2021,9368839,5781455.0,3587384.0,9712,5473.0,220603,152917.0,67686.0,176,91.0
MS,4,2020,152921,152130.0,791.0,6218,19.0,10641,10611.0,30.0,426,0.0
MS,4,2021,9290538,5699225.0,3591313.0,6746,3226.0,217225,149998.0,67227.0,114,46.0
MS,5,2020,399462,396632.0,2830.0,8987,88.0,25401,25033.0,368.0,440,16.0
MS,5,2021,9792359,5997698.0,3794661.0,5132,2094.0,228082,157387.0,70695.0,91,30.0
MS,6,2020,723676,717486.0,6190.0,15389,264.0,35922,35322.0,600.0,391,8.0
MS,6,2021,9604405,5879114.0,3725291.0,4189,1823.0,222535,153478.0,69057.0,38,18.0
